Date,Value,Mode,Metric,Year,Month,Quarter,Month_Name
2020-03-01,2212965.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-02,5329915.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-03,5481103.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-04,5498809.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-05,5496453.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-06,5189447.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-07,2814637.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-08,2120656.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-09,4973513.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-10,4867818.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-11,4697122.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-12,4149505.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-13,3484996.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-14,1670665.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-15,1157711.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-16,2178555.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-17,1788786.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-18,1625280.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-19,1422112.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-20,1309125.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-21,619618.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-22,408723.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-23,709499.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-24,741587.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-25,690032.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-26,680360.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-27,656817.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-28,332393.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-29,263700.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-30,545215.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-03-31,508106.0,Subways,Total Estimated Ridership,2020,3,Q1,March
2020-04-01,513481.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-02,485586.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-03,483357.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-04,282278.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-05,227303.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-06,445454.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-07,434986.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-08,427485.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-09,404635.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-10,400275.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-11,257061.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-12,198399.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-13,363312.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-14,430155.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-15,419059.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-16,420223.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-17,432368.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-18,254453.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-19,224411.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-20,437852.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-21,422107.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-22,458781.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-23,453520.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-24,443956.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-25,295387.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-26,218787.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-27,462888.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-28,489247.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-29,477799.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-04-30,465869.0,Subways,Total Estimated Ridership,2020,4,Q2,April
2020-05-01,494549.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-02,325865.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-03,258865.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-04,511866.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-05,522085.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-06,508824.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-07,535073.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-08,526054.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-09,316883.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-10,271947.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-11,520873.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-12,553372.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-13,565377.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-14,567392.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-15,587808.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-16,360844.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-17,287418.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-18,595469.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-19,610884.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-20,623749.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-21,629298.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-22,633883.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-23,335830.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-24,320015.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-25,393918.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-26,656766.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-27,674465.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-28,658057.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-29,657259.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-30,426737.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-05-31,344426.0,Subways,Total Estimated Ridership,2020,5,Q2,May
2020-06-01,687162.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-02,693760.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-03,681714.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-04,726672.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-05,703576.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-06,464198.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-07,377990.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-08,804542.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-09,842306.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-10,857015.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-11,818297.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-12,896658.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-13,545316.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-14,430439.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-15,897112.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-16,932671.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-17,948461.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-18,942382.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-19,986929.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-20,576075.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-21,449497.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-22,1000046.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-23,1050786.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-24,1068333.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-25,1078796.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-26,1102382.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-27,615398.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-28,535898.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-29,1100769.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-06-30,1113124.0,Subways,Total Estimated Ridership,2020,6,Q2,June
2020-07-01,1120537.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-02,1170483.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-03,851877.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-04,591605.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-05,533692.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-06,1084956.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-07,1157185.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-08,1172279.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-09,1211280.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-10,1030632.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-11,692977.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-12,628187.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-13,1175700.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-14,1241080.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-15,1248413.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-16,1249128.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-17,1207265.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-18,778936.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-19,584994.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-20,1156735.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-21,1241819.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-22,1233668.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-23,1233795.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-24,1218138.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-25,816604.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-26,606910.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-27,1203503.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-28,1241770.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-29,1296102.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-30,1270172.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-07-31,1258539.0,Subways,Total Estimated Ridership,2020,7,Q3,July
2020-08-01,842468.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-02,590060.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-03,1272996.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-04,1027187.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-05,1348202.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-06,1334694.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-07,1283894.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-08,833287.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-09,662993.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-10,1275268.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-11,1319814.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-12,1298963.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-13,1291277.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-14,1355786.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-15,860789.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-16,554451.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-17,1304485.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-18,1369617.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-19,1292148.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-20,1410489.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-21,1387463.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-22,882522.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-23,671560.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-24,1307345.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-25,1346490.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-26,1407639.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-27,1358272.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-28,1388583.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-29,773667.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-30,748061.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-08-31,1397264.0,Subways,Total Estimated Ridership,2020,8,Q3,August
2020-09-01,1469274.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-02,1487969.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-03,1529185.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-04,1568385.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-05,1013725.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-06,819409.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-07,870964.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-08,1555816.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-09,1610076.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-10,1543662.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-11,1690334.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-12,1083698.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-13,796740.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-14,1604381.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-15,1678078.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-16,1686909.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-17,1692368.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-18,1725443.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-19,1136947.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-20,827605.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-21,1624139.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-22,1698504.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-23,1735333.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-24,1722364.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-25,1761591.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-26,1120143.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-27,846179.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-28,1489240.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-29,1661264.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-09-30,1740820.0,Subways,Total Estimated Ridership,2020,9,Q3,September
2020-10-01,1809958.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-02,1790612.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-03,1168040.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-04,852830.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-05,1678792.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-06,1758454.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-07,1770617.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-08,1798005.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-09,1808079.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-10,1170227.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-11,848469.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-12,1284655.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-13,1715183.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-14,1838682.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-15,1853753.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-16,1671320.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-17,1209473.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-18,896812.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-19,1719153.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-20,1780231.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-21,1812949.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-22,1825208.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-23,1842588.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-24,1185612.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-25,885001.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-26,1690651.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-27,1815242.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-28,1819352.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-29,1705072.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-30,1768018.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-10-31,1174059.0,Subways,Total Estimated Ridership,2020,10,Q4,October
2020-11-01,786675.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-02,1747908.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-03,1602912.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-04,1690489.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-05,1793796.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-06,1837314.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-07,1246321.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-08,927670.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-09,1752614.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-10,1836902.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-11,1614812.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-12,1776666.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-13,1816693.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-14,1215477.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-15,820858.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-16,1741750.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-17,1788847.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-18,1787688.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-19,1757535.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-20,1800423.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-21,1157957.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-22,817963.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-23,1646525.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-24,1735702.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-25,1688227.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-26,652276.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-27,1263473.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-28,1032823.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-29,826974.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-11-30,1459131.0,Subways,Total Estimated Ridership,2020,11,Q4,November
2020-12-01,1706348.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-02,1699968.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-03,1736045.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-04,1701628.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-05,1000240.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-06,878393.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-07,1656627.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-08,1540893.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-09,1701926.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-10,1761336.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-11,1786290.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-12,1091352.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-13,911439.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-14,1584089.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-15,1783388.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-16,1569079.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-17,1079818.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-18,1735664.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-19,1112827.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-20,821265.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-21,1716035.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-22,1760948.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-23,1772537.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-24,1312480.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-25,485208.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-26,879170.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-27,760350.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-28,1510168.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-29,1555198.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-30,1582486.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2020-12-31,1274984.0,Subways,Total Estimated Ridership,2020,12,Q4,December
2021-01-01,613692.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-02,988418.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-03,653187.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-04,1557977.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-05,1597518.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-06,1613629.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-07,1611099.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-08,1619242.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-09,990412.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-10,763097.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-11,1568207.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-12,1640428.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-13,1641652.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-14,1647396.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-15,1627120.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-16,991500.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-17,797654.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-18,1276978.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-19,1635915.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-20,1575075.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-21,1652842.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-22,1672001.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-23,997551.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-24,741139.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-25,1592468.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-26,1550953.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-27,1660278.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-28,1646806.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-29,1511680.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-30,942615.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-01-31,722853.0,Subways,Total Estimated Ridership,2021,1,Q1,January
2021-02-01,583230.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-02,1005985.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-03,1702598.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-04,1785833.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-05,1741015.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-06,1148477.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-07,652521.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-08,1639753.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-09,1666467.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-10,1750121.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-11,1714656.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-12,1706430.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-13,1092063.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-14,858014.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-15,1218593.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-16,1627528.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-17,1733160.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-18,1381886.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-19,1566021.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-20,1110589.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-21,836095.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-22,1582054.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-23,1730198.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-24,1806306.0,Subways,Total Estimated Ridership,2021,2,Q1,February
2021-02-25,1798165.0,Subways,Total Estimated Ridership,2021,2,Q1,February
